name,dni,phone,address_id,is_subscribed
Cliente 850,96718276,0257-2481-9202,585,1
Cliente 851,62756521,0252-6299-8387,586,1
Cliente 852,89230801,0291-4308-8449,587,0
Cliente 853,97050454,0291-3686-3024,588,1
Cliente 854,95103759,0246-2397-9582,589,0
Cliente 855,92150984,0220-7204-7235,590,1
Cliente 857,16886777,0253-6047-6071,591,0
Cliente 858,94081078,0223-2926-3155,592,1
Cliente 859,11638498,0258-9153-9169,593,1
Cliente 862,16565770,0223-3429-1902,594,0
Cliente 863,29511823,0204-5889-6424,595,1
Cliente 864,65963010,0222-3643-5659,596,1
Cliente 865,87707540,0246-1587-2525,597,0
Cliente 866,59468550,0248-2108-8001,598,1
Cliente 868,38164968,0289-4425-1953,599,1
Cliente 869,91171931,0290-5705-7996,600,0
Cliente 873,92585240,0253-7783-1745,601,0
Cliente 874,11516293,0281-4296-5614,602,1
Cliente 875,50303435,0264-6307-1100,603,0
Cliente 877,74304823,0260-1582-3224,604,1
Cliente 879,50177237,0272-6169-9779,605,1
Cliente 881,60363964,0280-9753-3719,606,0
Cliente 883,65548633,0211-9143-4893,607,0
Cliente 884,39009803,0267-5953-3867,608,0
Cliente 886,30679969,0224-6572-8921,609,0
Cliente 887,29232735,0298-2609-9456,610,1
Cliente 888,14905998,0258-7350-9558,611,1
Cliente 889,15909601,0287-2426-6460,612,1
Cliente 890,79870757,0298-6119-1368,613,0
Cliente 891,53067834,0225-4154-5695,614,0
Cliente 892,25790828,0234-3446-3580,615,1
Cliente 893,93610257,0271-9422-2677,616,0
Cliente 894,46379997,0218-5641-5011,617,1
Cliente 895,92310750,0243-9856-8268,618,1
Cliente 896,73181059,0286-1826-2735,619,1
Cliente 897,67239263,0250-3932-8304,620,0
Cliente 898,54604858,0225-9740-2286,621,0
Cliente 899,22470997,0289-8672-2593,622,0
Cliente 900,73155598,0229-4666-3354,623,0
Cliente 901,62623673,0223-6412-6320,624,0
Cliente 904,24358786,0241-2162-5949,625,0
Cliente 906,61514973,0208-6582-4411,626,0
Cliente 907,86129797,0243-9921-4869,627,1
Cliente 908,25344154,0275-8584-6330,628,1
Cliente 910,53943990,0263-2007-2483,629,1
Cliente 911,29693143,0284-3444-8421,630,0
Cliente 912,92620697,0273-8326-4205,631,0
Cliente 913,86541203,0286-5989-8122,632,0
Cliente 914,88212291,0201-9362-7622,633,1
Cliente 915,18376603,0247-9992-1870,634,0
Cliente 916,47877483,0203-4854-8073,635,0
Cliente 917,61377152,0251-7251-8130,636,1
Cliente 918,73736162,0217-4083-7301,637,0
Cliente 919,30705405,0236-3056-3200,638,1
Cliente 920,29326800,0292-8974-8155,639,1
Cliente 921,96200382,0253-8471-7974,640,1
Cliente 922,78372512,0254-8373-7303,641,1
Cliente 924,46138183,0252-9948-7012,642,1
Cliente 925,59469782,0214-8889-2311,643,0
Cliente 926,79383794,0210-9574-2449,644,0
Cliente 927,95052118,0269-6119-1864,645,1
Cliente 930,94463223,0260-3770-1845,646,0
Cliente 931,48495745,0262-2351-3077,647,1
Cliente 932,43829709,0216-5603-5509,648,0
Cliente 933,24971907,0277-3860-3476,649,0
Cliente 935,21328172,0218-3525-9125,650,0
Cliente 936,41936764,0284-8211-3740,651,0
Cliente 937,96202825,0233-2900-1860,652,0
Cliente 938,73918769,0238-8803-9724,653,0
Cliente 939,73698335,0233-3378-9690,654,0
Cliente 940,48761035,0257-7258-6172,655,1
Cliente 941,81308986,0281-6797-8074,656,0
Cliente 943,42453439,0293-4193-9518,657,1
Cliente 944,83499313,0201-1138-2113,658,0
Cliente 945,80499776,0213-8306-6759,659,0
Cliente 946,35914696,0204-1388-2506,660,1
Cliente 947,26103055,0211-3128-7159,661,1
Cliente 948,34731360,0232-5826-8650,662,1
Cliente 949,47095573,0298-7995-6298,663,1
Cliente 957,75857881,0261-8144-7617,664,1
Cliente 958,10443906,0249-8898-2985,665,0
Cliente 959,50644896,0251-1904-2485,666,0
Cliente 960,71691749,0297-5750-4327,667,1
Cliente 962,21390049,0280-8175-4104,668,1
Cliente 964,77066471,0268-8361-1268,669,0
Cliente 966,71521428,0286-9791-3440,670,1
Cliente 969,51250118,0212-8474-3796,671,1
Cliente 970,25324937,0263-4613-2033,672,1
Cliente 971,55277425,0294-7586-6312,673,1
Cliente 973,46761344,0218-7801-3753,674,0
Cliente 977,37670356,0218-5439-9570,675,0
Cliente 978,33427561,0278-1616-3949,676,0
Cliente 980,25771632,0267-2567-6929,677,1
Cliente 981,94082607,0284-4409-5528,678,1
Cliente 982,30027622,0287-8772-9151,679,1
Cliente 984,54868265,0278-8424-1709,680,1
Cliente 985,31212522,0203-8947-9436,681,1
Cliente 986,69702849,0275-6340-7865,682,0
Cliente 987,24781783,0241-4731-2606,683,0
Cliente 988,60403103,0228-2204-8716,684,0
Cliente 989,68500818,0218-4541-8454,685,0
Cliente 990,28307917,0258-4181-6875,686,1
Cliente 991,27074074,0204-1977-5597,687,1
Cliente 993,95630804,0278-3784-4763,688,0
Cliente 997,14512474,0254-9701-7460,689,1
Cliente 998,76476033,0230-2361-1203,690,0
Cliente 999,27812303,0245-5846-4916,691,1
Cliente 1001,71047698,0259-3271-7641,692,0
Cliente 1002,95013818,0200-2158-7305,693,0
Cliente 1003,14390822,0237-7977-5420,694,1
Cliente 1004,93276088,0242-1898-9433,695,0
Cliente 1005,24893677,0249-6989-8624,696,1
Cliente 1006,59181804,0222-2097-4354,697,0
Cliente 1009,60038218,0244-8412-8966,698,1
Cliente 1010,81391010,0286-9730-5788,699,0
Cliente 1011,35280389,0258-2430-2313,700,1
Cliente 1012,20327693,0213-3699-5521,701,1
Cliente 1014,73606441,0244-7883-8272,702,1
Cliente 1015,35375292,0208-1361-4806,703,0
Cliente 1016,87672417,0243-6346-8965,704,0
Cliente 1019,71193423,0221-3634-9770,705,1
Cliente 1020,99436783,0219-3641-4897,706,1
Cliente 1024,64299436,0263-3381-8504,707,1
Cliente 1025,83302419,0264-6427-5842,708,0
Cliente 1026,85864089,0293-8243-6549,709,1
Cliente 1031,17522583,0285-6915-7513,710,0
Cliente 1032,61823158,0247-1199-5663,711,0
Cliente 1033,69804203,0271-2435-4533,712,0
Cliente 1034,69391930,0236-3683-7944,713,0
Cliente 1036,80504712,0242-2083-7156,714,1
Cliente 1039,50532800,0274-5979-9095,715,0
Cliente 1041,97753291,0285-5713-7834,716,0
Cliente 1042,13817499,0215-5541-9078,717,0
Cliente 1043,85910136,0255-5225-8799,718,1
Cliente 1044,78790057,0293-1287-5252,719,1
Cliente 1045,52906872,0259-3219-6855,720,1
Cliente 1048,90364540,0296-3738-9908,721,0
Cliente 1049,46434606,0287-6939-2570,722,0
Cliente 1052,84981433,0278-9612-9717,723,1
Cliente 1053,71806103,0209-2909-3150,724,0
Cliente 1054,51818682,0288-6940-3277,725,0
Cliente 1055,55908520,0222-5991-1471,726,1
Cliente 1056,27275764,0288-3332-4712,727,1
Cliente 1060,26615289,0277-4365-4277,728,0
Cliente 1061,22184193,0218-5544-6698,729,1
Cliente 1062,92269619,0230-9272-2119,730,1
Cliente 1064,38724658,0264-8777-7004,731,1
Cliente 1066,40541809,0252-2848-6149,732,0
Cliente 1067,79756655,0217-9123-6918,733,0
Cliente 1068,21039132,0241-9088-2895,734,0
Cliente 1069,90582915,0294-6111-8273,735,0
Cliente 1070,67440042,0224-2140-8793,736,0
Cliente 1072,98388851,0286-2392-2953,737,0
Cliente 1073,89263249,0213-3764-2060,738,1
Cliente 1074,36878911,0276-7623-3011,739,0
Cliente 1075,47382097,0297-5472-7557,740,0
Cliente 1077,26400072,0232-9017-9147,741,1
Cliente 1079,61356129,0277-6356-3502,742,1
Cliente 1080,98728736,0296-9518-9064,743,0
Cliente 1081,49401349,0284-9157-9032,744,0
Cliente 1082,82548572,0269-1289-1517,745,1
Cliente 1084,33738978,0271-5965-3689,746,0
Cliente 1085,51937627,0291-7374-8986,747,1
Cliente 1086,98594248,0270-9837-8697,748,1
Cliente 1088,48176560,0241-2006-1461,749,1
Cliente 1089,59178730,0244-1440-6591,750,1
Cliente 1090,56324312,0245-7749-6755,751,1
Cliente 1092,25364077,0243-3781-1322,752,0
Cliente 1093,71862210,0284-7921-9433,753,0
Cliente 1095,86844836,0212-9001-2639,754,1
Cliente 1096,76670159,0264-6563-3730,755,0
Cliente 1101,99047650,0269-6133-4278,756,0
Cliente 1103,35036832,0273-9178-4489,757,0
Cliente 1104,95621026,0268-8106-1981,758,1
Cliente 1105,72073912,0218-4938-3465,759,0
Cliente 1108,42008703,0214-3456-4144,760,1
Cliente 1109,72298460,0262-8145-7914,761,1
Cliente 1110,31388734,0234-3235-1477,762,0
Cliente 1112,90745350,0238-2041-7668,763,1
Cliente 1113,28865664,0230-2833-9196,764,0
Cliente 1115,66756516,0227-3363-2750,765,1
Cliente 1117,52478561,0269-7943-8780,766,1
Cliente 1118,29449696,0246-8786-7025,767,0
Cliente 1119,96623797,0277-1570-1895,768,1
Cliente 1124,66689004,0212-3627-5275,769,1
Cliente 1126,96083599,0282-4010-8264,770,1
Cliente 1128,31182569,0231-9460-3131,771,0
Cliente 1129,70597948,0261-3187-5270,772,0
Cliente 1130,36664193,0210-7791-7022,773,0
Cliente 1132,72065617,0225-5289-3764,774,0
Cliente 1133,90583348,0233-3445-2459,775,1
Cliente 1134,11894470,0291-9615-8129,776,0
Cliente 1135,25906458,0228-4328-4121,777,0
Cliente 1136,76326127,0248-3133-8066,778,1
Cliente 1137,47979220,0293-4102-7853,779,0
Cliente 1139,59611937,0274-8506-2404,780,0
Cliente 1140,53385340,0288-7513-4476,781,0
Cliente 1143,44045250,0264-7241-5956,782,0
Cliente 1146,44951103,0214-6132-1723,783,0
Cliente 1147,58397866,0255-5635-5312,784,0
Cliente 1149,84581396,0284-8208-1871,785,1
Cliente 1150,40851360,0223-1587-8704,786,1
Cliente 1152,71439467,0263-2843-3425,787,0
Cliente 1153,37344675,0236-3959-3757,788,0
Cliente 1154,88322404,0200-9618-3958,789,1
Cliente 1156,62904575,0247-2737-6300,790,1
Cliente 1157,71771451,0290-8861-8439,791,0
Cliente 1159,16534020,0282-5635-6294,792,1
Cliente 1160,83438064,0277-7248-2516,793,0
Cliente 1163,50070254,0262-8083-6080,794,1
Cliente 1164,99324622,0212-7020-9399,795,0
Cliente 1165,62088494,0260-5398-7931,796,0
Cliente 1166,92391939,0223-8112-7979,797,1
Cliente 1167,55868216,0259-4673-3540,798,1
Cliente 1168,72843313,0255-2297-8825,799,1
Cliente 1170,16052535,0265-2763-9366,800,0
Cliente 1171,72365138,0284-5151-6823,801,1
Cliente 1172,12183547,0214-8583-3941,802,1
Cliente 1173,16074522,0210-7819-5876,803,0
Cliente 1174,93726413,0233-6592-4066,804,1
Cliente 1175,91074604,0233-2742-8107,805,1
Cliente 1176,63007123,0214-1217-3813,806,0
Cliente 1178,50621889,0211-3049-3213,807,1
Cliente 1179,12132081,0289-4083-1439,808,0
Cliente 1180,97206603,0230-8139-9824,809,1
Cliente 1181,72199925,0218-8765-7912,810,1
Cliente 1182,30457766,0294-8295-8947,811,1
Cliente 1183,88547740,0231-4298-5830,812,0
Cliente 1184,54808596,0201-2682-8074,813,0
Cliente 1186,18147644,0267-1311-7914,814,0
Cliente 1187,45950066,0282-7834-8755,815,0
Cliente 1188,70173215,0289-8147-1340,816,0
Cliente 1189,72980385,0244-8178-4802,817,1
Cliente 1191,97577092,0294-6902-8738,818,1
Cliente 1193,30980122,0277-9063-2653,819,0
Cliente 1194,50755467,0230-4431-1770,820,0
Cliente 1195,57921617,0286-3598-3862,821,1
Cliente 1196,55329991,0255-2867-4714,822,1
Cliente 1198,79174131,0277-2706-1826,823,0
Cliente 1199,24212564,0278-2669-1687,824,1
Cliente 1204,59987561,0291-7799-6908,825,1
Cliente 1205,81088456,0253-4738-3260,826,0
Cliente 1206,64936566,0258-9456-6927,827,0
Cliente 1207,11335293,0291-9476-2140,828,0
Cliente 1208,63908666,0298-3692-8111,829,0
Cliente 1209,98607345,0282-3473-1947,830,0
Cliente 1211,80839007,0278-3406-7618,831,1
Cliente 1212,56338752,0283-7627-4232,832,1
Cliente 1213,82133102,0242-7389-3064,833,0
Cliente 1214,22458031,0265-6115-9541,834,1
Cliente 1215,13743496,0269-5238-4954,835,0
Cliente 1216,77816807,0214-1982-7110,836,0
Cliente 1217,16406597,0296-3043-8352,837,1
Cliente 1218,55497164,0230-9737-4831,838,0
Cliente 1219,99512805,0291-3293-7187,839,1
Cliente 1220,54002874,0266-4154-6919,840,1
Cliente 1221,67135430,0252-2342-2511,841,0
Cliente 1223,62986806,0233-9172-7937,842,0
Cliente 1224,31856387,0218-9286-3082,843,0
Cliente 1226,31050667,0271-7051-2945,844,0
Cliente 1227,26222417,0247-5744-1659,845,1
Cliente 1228,59857504,0239-7135-5968,846,0
Cliente 1229,29175605,0218-7910-1797,847,0
Cliente 1232,60641104,0260-3175-3269,848,0
Cliente 1234,41248877,0250-6554-9863,849,0
Cliente 1235,96693449,0211-3713-1406,850,0
Cliente 1236,96424699,0271-2395-4152,851,1
Cliente 1239,81611045,0277-6249-7583,852,1
Cliente 1240,13122340,0243-8160-3957,853,1
Cliente 1241,52598349,0248-5213-2491,854,1
Cliente 1242,48299260,0218-3992-5187,855,1
Cliente 1244,13646855,0291-1958-5882,856,1
Cliente 1245,29120731,0252-6311-5225,857,1
Cliente 1246,37187070,0230-4874-9076,858,0
Cliente 1247,46143160,0207-6215-8615,859,0
Cliente 1251,82536595,0221-5016-9806,860,0
Cliente 1252,10134359,0259-5739-3742,861,1
Cliente 1253,46682099,0276-5110-7228,862,1
Cliente 1254,47756962,0205-3644-9750,863,1
Cliente 1256,38299831,0278-9270-6215,864,0
Cliente 1259,10574350,0201-3843-7769,865,0
Cliente 1260,82226781,0210-2270-9825,866,0
Cliente 1262,72101540,0247-4161-8283,867,1
Cliente 1264,41441568,0263-6947-1602,868,0
Cliente 1265,10957697,0225-7489-2817,869,0
Cliente 1266,76305077,0221-4174-3875,870,1
Cliente 1267,27103487,0233-4734-9570,871,0
Cliente 1268,13102778,0288-9731-5143,872,0
Cliente 1269,67326334,0282-1849-6292,873,0
Cliente 1270,26336672,0287-9491-8644,874,0
Cliente 1271,15833729,0292-4678-1769,875,0
Cliente 1272,52445278,0200-7420-4188,876,1
Cliente 1273,40283277,0288-7943-2219,877,1
Cliente 1277,90525899,0279-8184-2567,878,0
Cliente 1278,21480272,0207-1546-7183,879,1
Cliente 1279,18321798,0256-1897-5939,880,0
Cliente 1282,61528873,0259-8014-2659,881,1
Cliente 1283,79419139,0242-4153-2769,882,1
Cliente 1285,74612320,0292-8284-4046,883,1
Cliente 1286,18118989,0216-6106-8140,884,0
Cliente 1288,49065941,0247-1132-9481,885,1
Cliente 1291,90498733,0288-6425-6499,886,0
Cliente 1292,54106502,0220-2717-8443,887,1
Cliente 1293,39448158,0200-4654-4772,888,1
Cliente 1294,74524663,0294-6431-7158,889,0
Cliente 1297,13984330,0225-4241-5654,890,1
Cliente 1300,38217583,0239-8474-4934,891,0
Cliente 1302,35453201,0224-9725-7196,892,0
Cliente 1303,90470126,0254-5006-1756,893,1
Cliente 1304,29940314,0241-5049-1872,894,0
Cliente 1305,78218774,0274-9011-4428,895,1
Cliente 1310,41458567,0250-4581-6013,896,0
Cliente 1312,69660493,0266-6760-4771,897,1
Cliente 1313,78754653,0279-6511-7981,898,0
Cliente 1315,34100904,0256-4830-5351,899,1
Cliente 1316,21062025,0237-9220-9401,900,1
Cliente 1317,40566959,0212-2942-2168,901,1
Cliente 1318,54796219,0225-6394-5096,902,0
Cliente 1319,91072076,0217-9898-5278,903,0
Cliente 1320,56524207,0251-7647-1194,904,1
Cliente 1321,40545068,0229-4438-8773,905,0
Cliente 1324,11299382,0263-6810-6567,906,0
Cliente 1326,28674348,0219-6410-7404,907,1
Cliente 1329,14302906,0288-9005-1439,908,1
Cliente 1331,17711235,0247-9495-1180,909,0
Cliente 1332,62493261,0220-2814-3115,910,0
Cliente 1333,19229212,0249-4382-3128,911,1
Cliente 1334,68008992,0290-8778-3601,912,0
Cliente 1335,77441055,0291-8519-5512,913,1
Cliente 1336,69825080,0208-7541-5044,914,0
Cliente 1337,71767610,0259-1640-2492,915,0
Cliente 1338,49922892,0250-3869-7800,916,1
Cliente 1341,76234781,0252-2986-7041,917,1
Cliente 1343,15990830,0259-1437-2199,918,0
Cliente 1344,56124957,0295-7542-4185,919,1
Cliente 1346,71922288,0208-2352-9985,920,1
Cliente 1347,28824809,0260-5573-3643,921,1
Cliente 1349,20413322,0285-1183-5476,922,0
Cliente 1350,33882733,0227-1564-9721,923,0
Cliente 1351,95200126,0266-2684-7399,924,0
Cliente 1352,17035056,0276-1076-1797,925,0
Cliente 1354,13750602,0201-6523-4148,926,1
Cliente 1355,22965862,0285-3750-3736,927,0
Cliente 1356,24453078,0241-6286-4105,928,1
Cliente 1358,33303091,0201-7588-6181,929,0
Cliente 1359,71575863,0228-2081-5562,930,0
Cliente 1360,19037049,0227-7735-5940,931,0
Cliente 1361,81965066,0272-3809-5127,932,0
Cliente 1362,27841755,0242-3872-6209,933,0
Cliente 1363,54977061,0202-8354-7264,934,1
Cliente 1364,88848693,0290-1217-4811,935,1
Cliente 1365,41728577,0294-8020-4990,936,1
Cliente 1366,28462384,0247-9171-5859,937,1
Cliente 1367,37432134,0282-1621-4900,938,0
Cliente 1368,28021013,0235-6202-1648,939,0
Cliente 1370,99255596,0231-4644-7250,940,0
Cliente 1371,69372673,0280-1099-2058,941,0
Cliente 1372,35832275,0206-3318-4345,942,1
Cliente 1373,89541539,0270-4348-4871,943,1
Cliente 1374,72689644,0239-3689-4236,944,0
Cliente 1375,91315976,0231-5966-5675,945,0
Cliente 1378,74693042,0202-7249-8002,946,1
Cliente 1380,51050127,0258-5640-7146,947,0
Cliente 1382,11722586,0264-7131-9051,948,0
Cliente 1383,60082660,0249-9020-6043,949,1
Cliente 1386,66913730,0294-5043-4970,950,1
Cliente 1387,94685039,0290-1462-3422,951,0
Cliente 1388,44129962,0231-3644-1202,952,1
Cliente 1389,63373950,0290-2316-9495,953,0
Cliente 1390,67293719,0232-5951-9202,954,0
Cliente 1391,65245223,0296-2456-2790,955,0
Cliente 1392,46107432,0295-4432-7520,956,0
Cliente 1393,32602089,0262-1025-2587,957,0
Cliente 1394,65947629,0283-5724-8060,958,1
Cliente 1397,35754346,0233-7697-8220,959,1
Cliente 1398,20711890,0237-2404-7188,960,0
Cliente 1399,55922853,0203-4846-8829,961,1
Cliente 1400,18194860,0234-1118-1685,962,1
Cliente 1401,10974683,0248-9520-5355,963,0
Cliente 1403,42158168,0246-7528-7200,964,1
Cliente 1404,54326109,0212-1050-8486,965,0
Cliente 1406,70655417,0279-8785-9436,966,1
Cliente 1407,95640742,0241-1272-6901,967,1
Cliente 1408,69633763,0229-8938-7556,968,1
Cliente 1410,79800523,0273-9267-1520,969,0
Cliente 1411,50446284,0286-9990-8648,970,0
Cliente 1413,98549488,0289-2465-2728,971,1
Cliente 1414,53822194,0249-5593-4610,972,0
Cliente 1415,26521948,0285-3224-9757,973,0
Cliente 1417,41322048,0228-5244-2895,974,1
Cliente 1420,66867849,0240-6980-3069,975,1
Cliente 1421,63057930,0201-9819-8546,976,1
Cliente 1422,39380829,0263-8467-3415,977,0
Cliente 1423,99301859,0289-1562-6245,978,1
Cliente 1425,54713904,0219-4450-4687,979,1
Cliente 1426,75431766,0293-7419-5900,980,1
Cliente 1427,83543652,0250-6528-7921,981,0
Cliente 1428,62527814,0250-2176-9648,982,0
Cliente 1429,36184828,0289-9978-7451,983,1
Cliente 1430,87897778,0206-5981-8496,984,1
Cliente 1431,69308631,0289-8904-5769,985,1
Cliente 1432,36260378,0294-1149-6934,986,1
Cliente 1434,34109916,0206-2922-9444,987,0
Cliente 1435,29940502,0280-7619-5014,988,1
Cliente 1436,63236763,0262-5959-3826,989,0
Cliente 1438,11557250,0215-2910-2353,990,0
Cliente 1441,53651494,0208-9806-4029,991,1
Cliente 1443,98393430,0215-3960-3948,992,0
Cliente 1444,26514861,0205-3110-4378,993,1
Cliente 1445,85496963,0232-1573-2386,994,0
Cliente 1447,79718468,0237-9750-8289,995,0
Cliente 1450,90818451,0270-4539-6882,996,1
Cliente 1451,19980384,0270-5177-5270,997,1
Cliente 1452,71212377,0210-5164-7968,998,1
Cliente 1453,19470140,0280-5413-4156,999,0
Cliente 1456,83600812,0252-2080-6396,1000,1
Cliente 1457,54763940,0299-5476-3397,1001,1
Cliente 1460,84026745,0234-2623-1785,1002,0
Cliente 1461,34249450,0244-9711-7597,1003,1
Cliente 1462,11274728,0287-9414-3547,1004,1
Cliente 1463,60841764,0272-5380-1866,1005,0
Cliente 1465,77408068,0236-5519-8008,1006,1
Cliente 1467,95184862,0210-2256-4932,1007,1
Cliente 1470,11865661,0278-4115-1119,1008,0
Cliente 1471,42779491,0294-9652-1693,1009,0
Cliente 1472,80265183,0228-3864-2230,1010,1
Cliente 1475,50154990,0261-5809-5337,1011,1
Cliente 1476,39187415,0239-9446-1580,1012,0
Cliente 1477,57747160,0200-8542-6382,1013,0
Cliente 1478,10691813,0244-4050-7587,1014,1
Cliente 1479,67821509,0262-4236-2388,1015,1
Cliente 1480,26621878,0262-1113-3549,1016,0
Cliente 1481,73176107,0250-7132-5903,1017,0
Cliente 1482,81998064,0234-2780-8185,1018,0
Cliente 1483,28773624,0245-8110-1095,1019,1
Cliente 1484,35443261,0236-1659-3190,1020,0
Cliente 1485,14242158,0220-4260-8852,1021,0
Cliente 1487,62190363,0216-2797-2767,1022,1
Cliente 1488,30876492,0244-9192-1223,1023,1
Cliente 1489,55921387,0254-1131-8116,1024,0
Cliente 1490,75220319,0210-8027-5059,1025,1
Cliente 1491,35079956,0231-5606-2884,1026,0
Cliente 1493,92020513,0223-4091-3436,1027,1
Cliente 1494,63859314,0204-5486-4148,1028,0
Cliente 1496,51130478,0289-4791-4633,1029,0
Cliente 1497,18234220,0265-7997-1846,1030,1
Cliente 1498,58798364,0235-6751-7849,1031,0
Cliente 1500,48294595,0260-5590-2650,1032,1
Cliente 1503,91163313,0247-4903-5521,1033,0
Cliente 1506,73645847,0297-4309-9741,1034,1
Cliente 1508,70194264,0280-2923-8145,1035,0
Cliente 1509,80298247,0264-1358-3735,1036,0
Cliente 1511,81466893,0265-2228-3711,1037,0
Cliente 1512,63801036,0277-5448-4390,1038,1
Cliente 1513,86758847,0227-1145-9401,1039,0
Cliente 1514,39573041,0237-5399-2951,1040,1
Cliente 1517,10187899,0283-6692-7047,1041,1
Cliente 1519,39431208,0293-5582-3895,1042,1
Cliente 1520,61268618,0283-5216-4377,1043,0
Cliente 1521,53521847,0234-4341-7479,1044,0
Cliente 1522,68237550,0247-3430-8848,1045,0
Cliente 1523,71658297,0223-3885-4094,1046,0
Cliente 1525,91580498,0224-2137-3351,1047,0
Cliente 1526,71072308,0282-7594-2642,1048,1
Cliente 1527,90972685,0212-7191-7291,1049,1
Cliente 1528,96500924,0205-3165-5068,1050,1
Cliente 1529,29144226,0280-1221-1153,1051,1
Cliente 1530,21403835,0225-3281-8871,1052,0
Cliente 1532,94219725,0269-3016-1347,1053,1
Cliente 1533,83100625,0237-2680-9381,1054,0
Cliente 1535,57420453,0283-5699-4700,1055,0
Cliente 1537,20239462,0278-6467-2939,1056,1
Cliente 1538,91135473,0219-3917-8022,1057,0
Cliente 1539,67075357,0219-5940-5702,1058,1
Cliente 1541,29950518,0299-3401-6247,1059,0
Cliente 1542,74214057,0208-2854-8003,1060,0
Cliente 1543,22139593,0241-3089-3979,1061,0
Cliente 1544,52857838,0263-7944-8885,1062,0
Cliente 1545,28551745,0283-5028-7278,1063,0
Cliente 1546,81467508,0268-4770-7301,1064,0
Cliente 1547,87561262,0299-4593-2429,1065,0
Cliente 1548,37283734,0202-6937-8764,1066,1
Cliente 1550,42547451,0226-4679-1915,1067,1
Cliente 1551,29203413,0248-1431-7958,1068,1
Cliente 1554,86394469,0253-3452-3988,1069,1
Cliente 1555,50199242,0260-7742-6526,1070,1
Cliente 1556,24933959,0219-1983-1526,1071,1
Cliente 1558,86781282,0264-6014-4724,1072,1
Cliente 1561,74077726,0240-7637-7233,1073,1
Cliente 1563,58680988,0277-6496-1459,1074,0
Cliente 1564,82688015,0213-2070-4471,1075,1
Cliente 1565,35198547,0270-4305-1530,1076,0
Cliente 1566,86520583,0272-1735-8926,1077,1
Cliente 1567,22510559,0239-1138-6843,1078,0
Cliente 1570,88809362,0248-8814-1612,1079,1
Cliente 1571,72157065,0210-2528-4794,1080,1
Cliente 1573,49036097,0246-8059-1655,1081,0
Cliente 1574,38027431,0278-2228-3496,1082,0
Cliente 1575,12005448,0218-6071-9964,1083,1
Cliente 1577,47596710,0273-6952-6789,1084,1
Cliente 1578,71839630,0233-8753-5194,1085,0
Cliente 1580,64899510,0279-3113-8222,1086,0
Cliente 1582,93297363,0282-1934-5011,1087,1
Cliente 1584,39937437,0249-8573-2531,1088,0
Cliente 1585,96232807,0268-8616-2787,1089,1
Cliente 1586,63277039,0298-8096-4268,1090,0
Cliente 1587,52585253,0243-8967-4483,1091,0
Cliente 1588,47362868,0258-1627-9930,1092,0
Cliente 1589,95928388,0227-6245-1513,1093,0
Cliente 1590,58518736,0255-8756-4496,1094,1
Cliente 1594,67516899,0243-5864-3695,1095,0
Cliente 1595,74642647,0260-9773-3632,1096,0
Cliente 1596,86546634,0249-1162-4253,1097,1
Cliente 1597,99129018,0293-6185-1232,1098,0
Cliente 1598,77034462,0240-2861-7658,1099,1
Cliente 1599,26873477,0281-8361-2596,1100,1
Cliente 1600,66395082,0289-9947-3721,1101,0
Cliente 1601,56719252,0226-4131-1235,1102,0
Cliente 1602,50526300,0239-9226-3043,1103,0
Cliente 1603,65573350,0252-6762-6770,1104,0
Cliente 1604,55073885,0214-3880-8517,1105,0
Cliente 1606,98530765,0288-8167-5640,1106,1
Cliente 1608,95030306,0256-9247-1534,1107,0
Cliente 1611,60283839,0228-9315-5646,1108,0
Cliente 1612,65662309,0286-4957-1068,1109,1
Cliente 1614,32872143,0273-8045-4962,1110,0
Cliente 1616,95399182,0249-3846-7604,1111,1
Cliente 1619,68709658,0201-3507-1455,1112,1
Cliente 1621,42174926,0283-4633-5864,1113,1
Cliente 1624,29036823,0236-5292-3959,1114,1
Cliente 1626,19875199,0262-2250-4445,1115,0
Cliente 1627,52088657,0281-8387-3639,1116,0
Cliente 1629,92410355,0276-9953-1082,1117,0
Cliente 1630,35883252,0277-1484-9781,1118,1
Cliente 1631,58974793,0214-4554-1483,1119,1
Cliente 1632,21199497,0293-3073-5384,1120,0
Cliente 1634,78807596,0251-4163-5097,1121,1
Cliente 1635,62724203,0213-6105-3714,1122,1
Cliente 1636,68179582,0257-7942-5451,1123,0
Cliente 1637,91509842,0249-8033-4272,1124,0
Cliente 1639,49389352,0277-9691-6771,1125,1
Cliente 1640,34146337,0241-8035-4046,1126,1
Cliente 1641,38881529,0284-7089-7094,1127,0
Cliente 1642,11292919,0240-1178-6388,1128,0
Cliente 1644,39187446,0213-5555-2225,1129,0
Cliente 1646,16280294,0235-7901-2953,1130,0
Cliente 1649,14967155,0268-9642-1640,1131,1
Cliente 1650,73068018,0212-7800-5931,1132,0
Cliente 1651,63733308,0210-6131-9090,1133,1
Cliente 1653,92943469,0213-1479-4670,1134,1
Cliente 1655,59510172,0268-1080-1860,1135,1
Cliente 1658,88400641,0252-8320-3004,1136,1
Cliente 1660,22321103,0233-5853-2356,1137,1
Cliente 1661,20471228,0209-9103-1987,1138,1
Cliente 1664,70937796,0283-3523-9265,1139,1
Cliente 1665,58807442,0249-8412-9412,1140,0
Cliente 1667,29768893,0259-2755-2805,1141,1
